country,status,fuel,region,owner,year,capacity,id
country_48,status_0,fuel_4,region_0,owner_1479,year_1,0.153,75751
country_2,status_0,fuel_1,region_1,owner_23,year_16,1.042,75752
country_86,status_1,fuel_1,region_0,owner_1098,year_1,96.950,75753
country_74,status_2,fuel_3,region_0,owner_1289,year_1,86.458,75754
country_0,status_0,fuel_0,region_2,owner_1432,year_4,2.662,75755
country_141,status_0,fuel_4,region_0,owner_750,year_0,167.889,75756
country_34,status_0,fuel_4,region_0,owner_414,year_10,2.309,75757
country_67,status_0,fuel_2,region_0,owner_15,year_6,108.456,75758
country_0,status_0,fuel_2,region_4,owner_732,year_0,143.324,75759
country_51,status_0,fuel_2,region_6,owner_196,year_13,8.095,75760
country_39,status_0,fuel_6,region_4,owner_1199,year_7,2.458,75761
country_67,status_0,fuel_0,region_2,owner_142,year_22,1.631,75762
country_4,status_0,fuel_0,region_1,owner_132,year_1,2.221,75763
country_74,status_2,fuel_2,region_6,owner_256,year_18,2.808,75764
country_30,status_1,fuel_8,region_2,owner_658,year_0,0.187,75765
country_60,status_3,fuel_3,region_2,owner_0,year_1,271.784,75766
country_68,status_1,fuel_1,region_1,owner_81,year_7,241.469,75767
country_31,status_0,fuel_5,region_0,owner_764,year_1,1.564,75768
country_6,status_4,fuel_3,region_0,owner_1013,year_5,289.914,75769
country_104,status_0,fuel_2,region_0,owner_79,year_1,9.563,75770
country_4,status_3,fuel_6,region_5,owner_146,year_8,26.235,75771
country_149,status_1,fuel_1,region_3,owner_824,year_18,0.104,75772
country_49,status_0,fuel_0,region_1,owner_633,year_3,80.095,75773
country_35,status_0,fuel_2,region_0,owner_101,year_0,19.227,75774
country_0,status_1,fuel_1,region_0,owner_173,year_0,2.383,75775
country_0,status_1,fuel_0,region_0,owner_136,year_3,5.230,75776
country_18,status_2,fuel_0,region_4,owner_875,year_2,257.766,75777
country_60,status_0,fuel_1,region_1,owner_142,year_1,9.898,75778
country_4,status_5,fuel_0,region_0,owner_148,year_5,0.519,75779
country_63,status_0,fuel_2,region_4,owner_1475,year_7,2.016,75780
country_2,status_0,fuel_0,region_2,owner_15,year_0,2.580,75781
country_2,status_4,fuel_2,region_0,owner_502,year_1,76.347,75782
country_60,status_2,fuel_7,region_6,owner_531,year_1,25.004,75783
country_3,status_3,fuel_0,region_0,owner_746,year_16,38.523,75784
country_111,status_4,fuel_1,region_4,owner_62,year_5,226.051,75785
country_29,status_2,fuel_8,region_1,owner_19,year_4,52.645,75786
country_91,status_0,fuel_1,region_0,owner_24,year_5,3.190,75787
country_35,status_2,fuel_0,region_0,owner_201,year_15,0.137,75788
country_50,status_0,fuel_3,region_3,owner_84,year_13,0.154,75789
country_17,status_0,fuel_0,region_0,owner_81,year_18,49.605,75790
country_102,status_1,fuel_5,region_0,owner_776,year_15,75.957,75791
country_18,status_0,fuel_2,region_0,owner_1157,year_14,4.949,75792
country_7,status_1,fuel_0,region_5,owner_1806,year_16,0.484,75793
country_43,status_0,fuel_3,region_4,owner_652,year_0,36.820,75794
country_4,status_0,fuel_4,region_4,owner_230,year_0,0.674,75795
country_55,status_1,fuel_5,region_1,owner_24,year_7,1.730,75796
country_20,status_1,fuel_9,region_0,owner_505,year_25,25.315,75797
country_97,status_1,fuel_0,region_0,owner_726,year_8,73.976,75798
country_90,status_0,fuel_3,region_0,owner_166,year_0,52.914,75799
country_122,status_4,fuel_3,region_1,owner_16,year_0,0.199,75800
country_56,status_3,fuel_8,region_6,owner_898,year_3,0.285,75801
country_34,status_1,fuel_6,region_0,owner_237,year_4,87.188,75802
country_7,status_1,fuel_0,region_0,owner_465,year_9,0.120,75803
country_33,status_2,fuel_0,region_0,owner_285,year_3,0.138,75804
country_10,status_1,fuel_1,region_0,owner_374,year_0,42.444,75805
country_24,status_1,fuel_1,region_0,owner_1291,year_18,0.740,75806
country_19,status_0,fuel_4,region_1,owner_182,year_6,105.521,75807
country_23,status_0,fuel_0,region_1,owner_1261,year_11,7.570,75808
country_50,status_0,fuel_3,region_0,owner_1097,year_10,270.797,75809
country_166,status_1,fuel_1,region_3,owner_82,year_13,1.162,75810
country_42,status_0,fuel_2,region_5,owner_164,year_23,0.166,75811
country_6,status_1,fuel_6,region_2,owner_34,year_1,1.427,75812
country_97,status_1,fuel_1,region_3,owner_59,year_8,139.682,75813
country_73,status_2,fuel_0,region_0,owner_588,year_10,157.542,75814
country_35,status_2,fuel_1,region_0,owner_1513,year_7,217.623,75815
country_127,status_0,fuel_1,region_2,owner_1541,year_5,8.397,75816
country_39,status_0,fuel_0,region_0,owner_75,year_0,131.352,75817
country_50,status_0,fuel_4,region_0,owner_191,year_7,2.128,75818
country_9,status_2,fuel_4,region_2,owner_36,year_0,6.089,75819
country_0,status_1,fuel_3,region_0,owner_1343,year_1,17.856,75820
country_22,status_5,fuel_2,region_1,owner_1353,year_3,51.977,75821
country_9,status_0,fuel_0,region_2,owner_457,year_3,5.730,75822
country_2,status_4,fuel_4,region_0,owner_232,year_9,2.698,75823
country_56,status_0,fuel_2,region_2,owner_34,year_3,6.835,75824
country_46,status_2,fuel_7,region_0,owner_719,year_5,0.518,75825
country_6,status_1,fuel_1,region_2,owner_619,year_7,86.116,75826
country_45,status_0,fuel_4,region_3,owner_312,year_11,255.015,75827
country_2,status_2,fuel_0,region_3,owner_660,year_2,11.011,75828
country_147,status_1,fuel_4,region_0,owner_343,year_4,0.809,75829
country_61,status_0,fuel_1,region_0,owner_624,year_0,0.494,75830
country_80,status_1,fuel_1,region_3,owner_55,year_20,136.637,75831
country_68,status_0,fuel_1,region_3,owner_19,year_9,0.308,75832
country_37,status_0,fuel_6,region_4,owner_17,year_0,0.487,75833
country_144,status_0,fuel_0,region_1,owner_166,year_0,3.203,75834
country_32,status_0,fuel_3,region_0,owner_249,year_20,9.477,75835
country_2,status_0,fuel_7,region_1,owner_128,year_14,8.217,75836
country_28,status_1,fuel_1,region_0,owner_627,year_25,5.333,75837
country_122,status_1,fuel_1,region_2,owner_278,year_2,0.759,75838
country_66,status_2,fuel_8,region_1,owner_183,year_7,173.228,75839
country_16,status_2,fuel_4,region_1,owner_959,year_1,14.932,75840
country_67,status_0,fuel_1,region_3,owner_28,year_0,0.135,75841
country_37,status_0,fuel_0,region_1,owner_592,year_1,0.353,75842
country_1,status_0,fuel_1,region_5,owner_949,year_0,258.244,75843
country_10,status_4,fuel_7,region_3,owner_239,year_1,135.969,75844
country_37,status_0,fuel_0,region_3,owner_312,year_3,2.687,75845
country_126,status_0,fuel_0,region_3,owner_269,year_26,0.115,75846
country_158,status_0,fuel_1,region_0,owner_19,year_5,26.995,75847
country_164,status_4,fuel_5,region_0,owner_357,year_11,2.107,75848
country_2,status_3,fuel_0,region_1,owner_93,year_11,17.612,75849
country_87,status_3,fuel_7,region_0,owner_410,year_0,0.562,75850
country_73,status_0,fuel_0,region_2,owner_92,year_0,3.543,75851
country_75,status_0,fuel_0,region_2,owner_3,year_3,49.859,75852
country_18,status_3,fuel_1,region_1,owner_644,year_10,14.513,75853
country_1,status_0,fuel_2,region_3,owner_448,year_5,37.959,75854
country_40,status_1,fuel_1,region_5,owner_64,year_1,45.228,75855
country_56,status_4,fuel_0,region_0,owner_1445,year_6,1.245,75856
country_27,status_0,fuel_1,region_3,owner_64,year_5,3.229,75857
country_38,status_0,fuel_0,region_3,owner_622,year_14,0.268,75858
country_8,status_0,fuel_3,region_0,owner_832,year_10,225.254,75859
country_4,status_0,fuel_1,region_0,owner_702,year_17,5.440,75860
country_0,status_0,fuel_2,region_0,owner_331,year_5,0.145,75861
country_35,status_0,fuel_5,region_3,owner_1380,year_6,5.705,75862
country_5,status_1,fuel_2,region_4,owner_1276,year_4,7.922,75863
country_5,status_0,fuel_1,region_2,owner_219,year_0,11.220,75864
country_36,status_1,fuel_0,region_5,owner_729,year_18,1.980,75865
country_1,status_0,fuel_1,region_0,owner_20,year_13,245.947,75866
country_55,status_0,fuel_4,region_0,owner_1009,year_8,1.111,75867
country_25,status_0,fuel_8,region_0,owner_478,year_2,0.232,75868
country_11,status_1,fuel_7,region_2,owner_97,year_1,90.933,75869
country_103,status_0,fuel_4,region_0,owner_201,year_8,0.493,75870
country_3,status_4,fuel_0,region_0,owner_2,year_6,0.142,75871
country_157,status_1,fuel_3,region_1,owner_281,year_8,45.768,75872
country_51,status_0,fuel_1,region_0,owner_313,year_11,54.806,75873
country_38,status_0,fuel_0,region_5,owner_1582,year_10,4.637,75874
country_6,status_1,fuel_3,region_3,owner_510,year_1,61.638,75875
country_2,status_2,fuel_3,region_6,owner_253,year_21,0.202,75876
country_24,status_0,fuel_1,region_2,owner_1011,year_1,2.411,75877
country_102,status_1,fuel_9,region_0,owner_858,year_3,0.344,75878
country_7,status_3,fuel_0,region_1,owner_413,year_3,12.054,75879
country_17,status_3,fuel_0,region_4,owner_273,year_6,27.391,75880
country_16,status_0,fuel_3,region_4,owner_707,year_4,5.273,75881
country_43,status_0,fuel_2,region_6,owner_878,year_0,233.029,75882
country_107,status_0,fuel_0,region_0,owner_707,year_5,150.718,75883
country_2,status_0,fuel_0,region_1,owner_39,year_0,1.624,75884
country_10,status_0,fuel_4,region_5,owner_804,year_23,1.693,75885
country_16,status_0,fuel_2,region_0,owner_1,year_6,51.345,75886
country_52,status_3,fuel_1,region_1,owner_981,year_5,0.131,75887
country_177,status_0,fuel_2,region_1,owner_71,year_2,127.245,75888
country_44,status_0,fuel_2,region_4,owner_666,year_7,0.140,75889
country_0,status_1,fuel_7,region_1,owner_823,year_0,23.595,75890
country_11,status_3,fuel_3,region_2,owner_194,year_9,0.431,75891
country_29,status_3,fuel_1,region_0,owner_680,year_6,117.519,75892
country_2,status_1,fuel_3,region_3,owner_211,year_0,8.474,75893
country_2,status_5,fuel_2,region_5,owner_155,year_3,5.987,75894
country_66,status_1,fuel_0,region_0,owner_1423,year_1,2.035,75895
country_113,status_0,fuel_1,region_0,owner_705,year_8,0.150,75896
country_78,status_1,fuel_1,region_1,owner_377,year_3,6.049,75897
country_80,status_4,fuel_6,region_1,owner_586,year_10,1.336,75898
country_34,status_2,fuel_3,region_4,owner_48,year_16,3.389,75899
country_38,status_1,fuel_6,region_0,owner_28,year_8,153.810,75900
country_27,status_1,fuel_0,region_0,owner_1071,year_19,1.168,75901
country_39,status_0,fuel_0,region_2,owner_1372,year_0,227.138,75902
country_126,status_2,fuel_2,region_1,owner_811,year_27,5.200,75903
country_71,status_1,fuel_4,region_1,owner_905,year_0,0.414,75904
country_1,status_0,fuel_3,region_0,owner_62,year_18,48.016,75905
country_126,status_2,fuel_2,region_0,owner_470,year_10,7.473,75906
country_45,status_0,fuel_4,region_3,owner_1515,year_10,0.544,75907
country_12,status_1,fuel_0,region_0,owner_111,year_13,2.625,75908
country_30,status_2,fuel_0,region_5,owner_2,year_3,0.148,75909
country_65,status_3,fuel_1,region_1,owner_978,year_12,6.080,75910
country_38,status_2,fuel_0,region_2,owner_1,year_2,0.530,75911
country_45,status_1,fuel_1,region_2,owner_496,year_1,4.779,75912
country_101,status_0,fuel_1,region_2,owner_252,year_18,20.052,75913
country_30,status_0,fuel_2,region_0,owner_107,year_18,3.753,75914
country_13,status_2,fuel_2,region_1,owner_13,year_1,0.165,75915
country_31,status_4,fuel_1,region_1,owner_228,year_13,0.716,75916
country_25,status_1,fuel_0,region_5,owner_594,year_4,0.124,75917
country_47,status_4,fuel_3,region_2,owner_424,year_3,0.486,75918
country_14,status_3,fuel_0,region_0,owner_228,year_0,204.049,75919
country_13,status_0,fuel_7,region_0,owner_614,year_3,5.984,75920
country_27,status_0,fuel_0,region_5,owner_651,year_0,20.904,75921
country_2,status_0,fuel_0,region_1,owner_551,year_16,0.130,75922
country_33,status_0,fuel_5,region_1,owner_298,year_14,1.469,75923
country_13,status_3,fuel_2,region_1,owner_380,year_14,2.134,75924
country_18,status_0,fuel_6,region_2,owner_511,year_12,82.667,75925
country_18,status_2,fuel_7,region_3,owner_1789,year_12,8.249,75926
country_35,status_1,fuel_7,region_0,owner_316,year_10,100.553,75927
country_25,status_0,fuel_9,region_3,owner_152,year_6,89.002,75928
country_26,status_0,fuel_2,region_0,owner_215,year_9,0.326,75929
country_71,status_2,fuel_6,region_2,owner_709,year_6,0.179,75930
country_99,status_1,fuel_0,region_4,owner_447,year_0,230.533,75931
country_5,status_3,fuel_0,region_1,owner_1050,year_0,13.127,75932
country_20,status_2,fuel_0,region_1,owner_1511,year_3,53.035,75933
country_117,status_1,fuel_3,region_1,owner_303,year_6,72.680,75934
country_37,status_2,fuel_0,region_3,owner_1030,year_16,30.345,75935
country_1,status_0,fuel_0,region_3,owner_467,year_5,182.114,75936
country_6,status_1,fuel_1,region_2,owner_81,year_16,27.704,75937
country_62,status_0,fuel_0,region_0,owner_97,year_1,74.207,75938
country_38,status_0,fuel_1,region_1,owner_147,year_11,0.531,75939
country_24,status_3,fuel_0,region_2,owner_1210,year_2,0.237,75940
country_41,status_0,fuel_1,region_5,owner_64,year_2,207.154,75941
country_130,status_2,fuel_2,region_3,owner_128,year_13,0.596,75942
country_149,status_2,fuel_0,region_0,owner_21,year_8,0.140,75943
country_18,status_1,fuel_1,region_2,owner_867,year_10,0.128,75944
country_85,status_0,fuel_0,region_4,owner_1161,year_17,14.638,75945
country_168,status_4,fuel_0,region_3,owner_901,year_0,18.559,75946
country_0,status_0,fuel_4,region_1,owner_92,year_0,36.356,75947
country_81,status_0,fuel_4,region_1,owner_532,year_20,117.839,75948
country_39,status_2,fuel_5,region_4,owner_582,year_2,0.110,75949
country_7,status_0,fuel_1,region_3,owner_824,year_13,36.360,75950
country_11,status_0,fuel_0,region_1,owner_217,year_3,21.990,75951
country_2,status_0,fuel_6,region_1,owner_678,year_0,0.968,75952
country_48,status_2,fuel_0,region_0,owner_379,year_4,4.567,75953
country_5,status_0,fuel_4,region_3,owner_296,year_4,0.311,75954
country_3,status_1,fuel_1,region_5,owner_535,year_16,88.812,75955
country_105,status_2,fuel_1,region_2,owner_1216,year_0,3.886,75956
country_5,status_2,fuel_2,region_0,owner_371,year_3,288.109,75957
country_30,status_0,fuel_0,region_6,owner_98,year_10,6.460,75958
country_138,status_0,fuel_5,region_5,owner_683,year_6,4.548,75959
country_70,status_1,fuel_0,region_1,owner_17,year_6,30.449,75960
country_14,status_0,fuel_6,region_4,owner_143,year_1,0.595,75961
country_98,status_0,fuel_0,region_3,owner_506,year_3,107.115,75962
country_59,status_0,fuel_7,region_1,owner_798,year_5,6.887,75963
country_65,status_3,fuel_0,region_3,owner_334,year_6,10.339,75964
country_38,status_0,fuel_0,region_1,owner_477,year_3,18.229,75965
country_12,status_0,fuel_0,region_3,owner_753,year_10,0.366,75966
country_4,status_2,fuel_3,region_1,owner_186,year_0,0.686,75967
country_73,status_0,fuel_1,region_5,owner_36,year_17,1.200,75968
country_84,status_1,fuel_9,region_0,owner_366,year_4,0.135,75969
country_18,status_4,fuel_1,region_4,owner_459,year_12,0.744,75970
country_18,status_2,fuel_0,region_0,owner_815,year_0,76.869,75971
country_15,status_2,fuel_2,region_3,owner_27,year_4,0.826,75972
country_8,status_2,fuel_4,region_0,owner_334,year_5,140.134,75973
country_115,status_1,fuel_5,region_2,owner_4,year_11,81.049,75974
country_5,status_0,fuel_2,region_1,owner_169,year_0,0.152,75975
country_6,status_2,fuel_8,region_0,owner_666,year_15,0.418,75976
country_1,status_2,fuel_3,region_3,owner_1305,year_4,0.311,75977
country_84,status_0,fuel_4,region_1,owner_832,year_10,0.186,75978
country_25,status_0,fuel_3,region_0,owner_21,year_5,27.742,75979
country_76,status_0,fuel_1,region_1,owner_81,year_21,0.340,75980
country_13,status_1,fuel_5,region_1,owner_226,year_23,17.856,75981
country_2,status_1,fuel_2,region_0,owner_1224,year_18,7.654,75982
country_41,status_0,fuel_0,region_2,owner_817,year_9,44.076,75983
country_141,status_0,fuel_6,region_3,owner_1201,year_4,0.166,75984
country_30,status_2,fuel_4,region_3,owner_561,year_8,208.103,75985
country_17,status_4,fuel_0,region_0,owner_452,year_3,0.175,75986
country_0,status_0,fuel_4,region_0,owner_190,year_1,71.563,75987
country_4,status_0,fuel_4,region_5,owner_116,year_9,42.290,75988
country_135,status_0,fuel_0,region_1,owner_936,year_0,1.528,75989
country_36,status_4,fuel_0,region_0,owner_152,year_10,2.055,75990
country_46,status_3,fuel_3,region_0,owner_1287,year_0,6.639,75991
country_138,status_0,fuel_2,region_2,owner_1438,year_18,40.001,75992
country_13,status_0,fuel_2,region_7,owner_1164,year_0,0.541,75993
country_126,status_3,fuel_5,region_7,owner_307,year_14,283.052,75994
country_24,status_0,fuel_1,region_0,owner_19,year_5,84.090,75995
country_106,status_0,fuel_4,region_6,owner_575,year_0,5.409,75996
country_4,status_0,fuel_2,region_4,owner_1461,year_0,61.224,75997
country_26,status_1,fuel_1,region_5,owner_122,year_0,146.492,75998
country_2,status_0,fuel_0,region_5,owner_965,year_12,296.121,75999
country_14,status_4,fuel_1,region_3,owner_1845,year_2,0.129,76000
country_64,status_2,fuel_0,region_1,owner_983,year_6,0.908,76001
country_6,status_0,fuel_5,region_0,owner_636,year_4,165.032,76002
country_37,status_2,fuel_2,region_0,owner_827,year_6,1.322,76003
country_48,status_0,fuel_2,region_1,owner_307,year_7,1.055,76004
country_41,status_3,fuel_7,region_0,owner_65,year_5,11.427,76005
country_6,status_0,fuel_5,region_3,owner_612,year_7,0.726,76006
country_46,status_1,fuel_1,region_0,owner_283,year_4,3.313,76007
country_9,status_1,fuel_3,region_1,owner_93,year_15,0.849,76008
country_137,status_0,fuel_2,region_2,owner_468,year_6,13.369,76009
country_2,status_3,fuel_0,region_1,owner_193,year_9,72.850,76010
country_65,status_2,fuel_4,region_1,owner_9,year_2,15.465,76011
country_3,status_0,fuel_1,region_2,owner_800,year_7,0.118,76012
country_5,status_1,fuel_1,region_4,owner_38,year_2,14.034,76013
country_62,status_1,fuel_7,region_0,owner_526,year_2,0.106,76014
country_59,status_2,fuel_0,region_0,owner_802,year_2,192.099,76015
country_66,status_2,fuel_2,region_2,owner_375,year_1,2.293,76016
country_6,status_0,fuel_0,region_0,owner_201,year_1,11.927,76017
country_28,status_0,fuel_4,region_2,owner_341,year_13,0.198,76018
country_1,status_3,fuel_6,region_0,owner_51,year_7,12.585,76019
country_69,status_2,fuel_0,region_2,owner_1324,year_5,0.117,76020
country_19,status_2,fuel_8,region_0,owner_874,year_7,0.139,76021
country_8,status_0,fuel_0,region_3,owner_751,year_1,0.193,76022
country_67,status_0,fuel_5,region_1,owner_88,year_25,13.170,76023
country_62,status_0,fuel_0,region_1,owner_69,year_11,39.133,76024
country_45,status_1,fuel_5,region_0,owner_1238,year_15,0.839,76025
country_19,status_1,fuel_1,region_5,owner_70,year_0,0.156,76026
country_23,status_1,fuel_3,region_0,owner_139,year_15,17.635,76027
country_5,status_0,fuel_2,region_0,owner_279,year_4,0.732,76028
country_102,status_1,fuel_0,region_4,owner_693,year_13,2.669,76029
country_8,status_1,fuel_0,region_1,owner_72,year_6,5.542,76030
country_82,status_0,fuel_5,region_0,owner_1427,year_4,23.242,76031
country_9,status_1,fuel_0,region_0,owner_144,year_0,7.802,76032
country_95,status_2,fuel_6,region_4,owner_54,year_13,4.617,76033
country_64,status_0,fuel_2,region_1,owner_59,year_9,2.554,76034
country_109,status_0,fuel_10,region_4,owner_111,year_5,3.624,76035
country_2,status_0,fuel_2,region_1,owner_75,year_0,272.047,76036
country_48,status_0,fuel_8,region_1,owner_31,year_9,0.132,76037
country_4,status_1,fuel_1,region_4,owner_489,year_16,51.560,76038
country_45,status_0,fuel_1,region_6,owner_488,year_3,280.523,76039
country_22,status_0,fuel_8,region_1,owner_82,year_4,0.881,76040
country_8,status_4,fuel_1,region_0,owner_235,year_21,0.124,76041
country_30,status_0,fuel_1,region_0,owner_183,year_3,3.776,76042
country_47,status_0,fuel_1,region_3,owner_1223,year_0,7.715,76043
country_0,status_3,fuel_0,region_4,owner_499,year_15,4.606,76044
country_15,status_0,fuel_0,region_0,owner_10,year_8,2.395,76045
country_75,status_0,fuel_1,region_1,owner_60,year_8,1.121,76046
country_3,status_0,fuel_0,region_1,owner_23,year_13,22.941,76047
country_36,status_0,fuel_6,region_3,owner_923,year_1,2.487,76048
country_48,status_0,fuel_4,region_1,owner_390,year_7,11.513,76049
country_1,status_0,fuel_8,region_4,owner_1250,year_12,2.205,76050
country_17,status_1,fuel_5,region_0,owner_1629,year_3,7.085,76051
country_143,status_0,fuel_9,region_0,owner_171,year_3,2.454,76052
country_49,status_2,fuel_1,region_2,owner_102,year_0,0.410,76053
country_10,status_0,fuel_5,region_0,owner_253,year_0,0.107,76054
country_163,status_2,fuel_0,region_3,owner_80,year_10,11.012,76055
country_60,status_3,fuel_0,region_1,owner_579,year_8,0.507,76056
country_62,status_1,fuel_2,region_0,owner_122,year_3,179.449,76057
country_13,status_0,fuel_5,region_3,owner_216,year_8,11.436,76058
country_40,status_0,fuel_0,region_3,owner_246,year_0,1.772,76059
country_1,status_1,fuel_0,region_3,owner_422,year_9,13.908,76060
country_114,status_0,fuel_3,region_0,owner_88,year_4,6.012,76061
country_7,status_1,fuel_2,region_3,owner_482,year_14,4.561,76062
country_3,status_0,fuel_3,region_6,owner_178,year_4,2.555,76063
country_2,status_0,fuel_1,region_2,owner_109,year_3,0.124,76064
country_104,status_0,fuel_0,region_1,owner_13,year_13,53.691,76065
country_0,status_0,fuel_2,region_1,owner_408,year_4,1.085,76066
country_85,status_1,fuel_0,region_0,owner_132,year_8,7.201,76067
country_17,status_1,fuel_0,region_6,owner_3,year_6,0.127,76068
country_48,status_0,fuel_6,region_5,owner_1222,year_3,0.229,76069
country_41,status_1,fuel_2,region_1,owner_753,year_3,0.273,76070
country_4,status_0,fuel_0,region_0,owner_109,year_9,0.935,76071
country_8,status_0,fuel_4,region_0,owner_1210,year_0,0.297,76072
country_125,status_1,fuel_0,region_5,owner_45,year_15,2.841,76073
country_122,status_3,fuel_7,region_4,owner_971,year_21,0.111,76074
country_140,status_0,fuel_0,region_4,owner_340,year_17,76.700,76075
country_19,status_2,fuel_4,region_1,owner_359,year_2,0.106,76076
country_2,status_1,fuel_0,region_0,owner_1014,year_16,0.290,76077
country_143,status_0,fuel_1,region_0,owner_1886,year_4,1.925,76078
country_44,status_2,fuel_3,region_0,owner_473,year_0,128.390,76079
country_5,status_4,fuel_2,region_0,owner_11,year_0,0.514,76080
country_16,status_0,fuel_6,region_0,owner_309,year_4,10.055,76081
country_36,status_0,fuel_10,region_2,owner_845,year_4,0.155,76082
country_73,status_0,fuel_5,region_2,owner_1100,year_0,0.329,76083
country_175,status_1,fuel_8,region_3,owner_944,year_15,8.644,76084
country_75,status_0,fuel_0,region_0,owner_1214,year_5,70.722,76085
country_141,status_1,fuel_0,region_0,owner_381,year_13,1.379,76086
country_50,status_1,fuel_2,region_4,owner_788,year_11,0.922,76087
country_64,status_2,fuel_0,region_0,owner_398,year_0,9.312,76088
country_19,status_0,fuel_1,region_0,owner_574,year_14,1.084,76089
country_110,status_0,fuel_0,region_1,owner_108,year_8,4.473,76090
country_7,status_3,fuel_0,region_0,owner_108,year_1,3.613,76091
country_48,status_0,fuel_0,region_3,owner_124,year_10,16.556,76092
country_20,status_2,fuel_0,region_4,owner_73,year_18,89.828,76093
country_117,status_2,fuel_1,region_0,owner_640,year_3,14.494,76094
country_16,status_0,fuel_0,region_0,owner_258,year_1,0.255,76095
country_101,status_0,fuel_0,region_2,owner_1407,year_2,147.915,76096
country_0,status_1,fuel_3,region_6,owner_489,year_10,127.081,76097
country_83,status_2,fuel_0,region_2,owner_346,year_7,165.959,76098
country_71,status_4,fuel_1,region_5,owner_115,year_3,2.058,76099
country_13,status_1,fuel_4,region_1,owner_231,year_7,0.407,76100
country_40,status_0,fuel_0,region_5,owner_47,year_9,39.981,76101
country_26,status_2,fuel_3,region_0,owner_85,year_15,2.058,76102
country_57,status_1,fuel_1,region_0,owner_964,year_1,1.390,76103
country_139,status_1,fuel_0,region_0,owner_99,year_2,85.496,76104
country_30,status_1,fuel_3,region_2,owner_1427,year_20,0.308,76105
country_9,status_1,fuel_0,region_2,owner_223,year_3,0.309,76106
country_34,status_1,fuel_0,region_1,owner_620,year_11,3.228,76107
country_36,status_2,fuel_0,region_1,owner_115,year_2,15.487,76108
country_1,status_2,fuel_4,region_0,owner_773,year_7,25.937,76109
country_6,status_2,fuel_1,region_6,owner_66,year_8,2.877,76110
country_65,status_4,fuel_0,region_0,owner_1,year_10,0.182,76111
country_41,status_2,fuel_4,region_1,owner_86,year_2,0.156,76112
country_33,status_3,fuel_0,region_4,owner_1861,year_3,0.113,76113
country_3,status_1,fuel_5,region_5,owner_768,year_15,29.850,76114
country_72,status_0,fuel_6,region_0,owner_223,year_6,24.652,76115
country_25,status_0,fuel_5,region_6,owner_48,year_12,159.228,76116
country_13,status_3,fuel_3,region_4,owner_180,year_3,77.109,76117
country_172,status_0,fuel_0,region_6,owner_579,year_9,219.085,76118
country_32,status_0,fuel_1,region_2,owner_304,year_19,0.181,76119
country_52,status_1,fuel_5,region_0,owner_364,year_12,1.388,76120
country_2,status_5,fuel_3,region_0,owner_510,year_0,59.371,76121
country_28,status_0,fuel_3,region_4,owner_1290,year_2,1.427,76122
country_0,status_0,fuel_1,region_5,owner_751,year_12,96.975,76123
country_26,status_3,fuel_0,region_2,owner_1384,year_7,19.540,76124
country_9,status_0,fuel_9,region_1,owner_782,year_18,7.823,76125
country_128,status_1,fuel_1,region_1,owner_61,year_5,63.338,76126
country_33,status_3,fuel_2,region_5,owner_124,year_14,19.585,76127
country_29,status_0,fuel_8,region_0,owner_6,year_3,3.676,76128
country_35,status_0,fuel_1,region_1,owner_87,year_3,293.548,76129
country_41,status_2,fuel_1,region_6,owner_152,year_0,49.804,76130
country_45,status_4,fuel_3,region_0,owner_154,year_10,0.131,76131
country_57,status_0,fuel_2,region_5,owner_634,year_13,91.564,76132
country_104,status_2,fuel_0,region_0,owner_361,year_4,2.899,76133
country_98,status_1,fuel_1,region_0,owner_455,year_1,2.680,76134
country_95,status_1,fuel_2,region_2,owner_333,year_2,0.846,76135
country_45,status_1,fuel_8,region_2,owner_729,year_1,52.721,76136
country_79,status_0,fuel_0,region_2,owner_306,year_16,0.217,76137
country_114,status_3,fuel_0,region_0,owner_748,year_12,98.108,76138
country_47,status_1,fuel_7,region_0,owner_0,year_4,60.257,76139
country_56,status_2,fuel_1,region_2,owner_43,year_4,13.949,76140
country_18,status_0,fuel_0,region_1,owner_995,year_2,3.680,76141
country_3,status_1,fuel_0,region_2,owner_68,year_3,221.093,76142
country_31,status_0,fuel_1,region_4,owner_44,year_3,147.540,76143
country_41,status_0,fuel_5,region_2,owner_356,year_22,3.785,76144
country_4,status_0,fuel_1,region_3,owner_51,year_3,0.903,76145
country_45,status_1,fuel_8,region_1,owner_162,year_0,14.653,76146
country_28,status_1,fuel_7,region_4,owner_1,year_9,230.250,76147
country_55,status_2,fuel_5,region_1,owner_1,year_0,295.736,76148
country_8,status_0,fuel_3,region_3,owner_377,year_8,61.081,76149
country_0,status_0,fuel_7,region_1,owner_622,year_5,2.931,76150
country_130,status_0,fuel_6,region_3,owner_804,year_3,0.791,76151
country_7,status_0,fuel_7,region_4,owner_182,year_18,85.414,76152
country_2,status_0,fuel_3,region_2,owner_430,year_2,0.241,76153
country_62,status_0,fuel_5,region_0,owner_728,year_0,177.220,76154
country_77,status_0,fuel_0,region_3,owner_1289,year_18,0.340,76155
country_76,status_1,fuel_3,region_0,owner_95,year_3,0.420,76156
country_3,status_0,fuel_2,region_1,owner_210,year_7,52.963,76157
country_114,status_0,fuel_1,region_2,owner_461,year_7,0.181,76158
country_26,status_3,fuel_5,region_1,owner_137,year_13,0.123,76159
